Rank,Title,Studio,Worldwide,Domestic,%,Overseas,%,Year^
384,Deep Impact,Par.,$349.5,$140.5,40.2%,$209.0,59.8%,1998
385,Dr. Seuss' The Lorax,Uni.,$348.8,$214.0,61.4%,$134.8,38.6%,2012
386,The Maze Runner,Fox,$348.3,$102.4,29.4%,$245.9,70.6%,2014
387,The Smurfs 2,Sony,$347.5,$71.0,20.4%,$276.5,79.6%,2013
388,National Treasure,BV,$347.5,$173.0,49.8%,$174.5,50.2%,2004
389,Rush Hour 2,NL,$347.3,$226.2,65.1%,$121.2,34.9%,2001
390,"I, Robot",Fox,$347.2,$144.8,41.7%,$202.4,58.3%,2004
391,Trolls,Fox,$346.9,$153.7,44.3%,$193.2,55.7%,2016
392,xXx: The Return of Xander Cage,Par.,$346.1,$44.9,13.0%,$301.2,87.0%,2017
393,Pocahontas,BV,$346.1,$141.6,40.9%,$204.5,59.1%,1995
394,How the Grinch Stole Christmas,Uni.,$345.1,$260.0,75.3%,$85.1,24.7%,2000
395,Star Trek Beyond,Par.,$343.5,$158.8,46.2%,$184.6,53.8%,2016
396,Alvin and the Chipmunks: Chipwrecked,Fox,$342.7,$133.1,38.8%,$209.6,61.2%,2011
397,The Flintstones,Uni.,$341.6,$130.5,38.2%,$211.1,61.8%,1994
398,Wanted,Uni.,$341.4,$134.5,39.4%,$206.9,60.6%,2008
399,A Quiet Place,Par.,$340.9,$188.0,55.1%,$152.9,44.9%,2018
400,Enchanted,BV,$340.5,$127.8,37.5%,$212.7,62.5%,2007
